#separator:tab
#html:false
ドーナツを四つください。	ドーナツを 四[よっ]つください。	I'll have four doughnuts please.	45
四かくいテーブルがほしい。	四[し]かくいテーブルがほしい。	I want a square table.	46
四ぶんの一がイギリスじん。	四[よん]ぶんの 一[いち]がイギリスじん。	A quarter are English.	47
バナナを五つください。	バナナを 五[いつ]つください。	Five bananas please.	48
二十五リットルあります。	二[に] 十[じゅう] 五[ご]リットルあります。	We've got 25 liters.	49
とうとう、十五になりました。	とうとう、 十[じゅう] 五[ご]になりました。	At last my fifteenth birthday came.	50
ハンバーガーを五つください。	ハンバーガーを 五[いつ]つください。	Five hamburgers please.	51
ネロは十五で、アロアは十二だ。	ネロは 十[じゅう] 五[ご]で、アロアは 十[じゅう] 二[に]だ。	Nello is fifteen, and Alois is twelve.	52
アントワープまでは五マイルありました。	アントワープまでは 五[ご]マイルありました。	Antwerp was a good five miles off.	53
六ぶんの一。	六[ろく]ぶんの 一[いち]。	One-sixth.	54
五、六日ある。	五[ご]、 六[ろく] 日[にち]ある。	We have five or six days.	55
むすめは十六です。	むすめは 十[じゅう] 六[ろく]です。	My daughter is sixteen.	56
六グラムふえました。	六[ろく]グラムふえました。	It's increased by six grams.	57
六メートルでいいですか。	六[ろく]メートルでいいですか。	Is six meters OK?	58
六ページをみてください。	六[ろく]ページをみてください。	Please see page six.	59
あれは四トントラックではありません。六トントラックです。	あれは 四[よん]トントラックではありません。 六[ろく]トントラックです。	That is not a four-ton truck. It's a six-ton truck.	60
七ぶんの一。	七[なな]ぶんの 一[いち]。	One-seventh.	61
十七になりました。	十[じゅう] 七[なな]になりました。	I've turned seventeen.	62
きょうは七五三だ。	きょうは 七[しち] 五[ご] 三[さん]だ。	Today is Shichi-go-san (festival for children aged seven, five, or three).	63
十七日にあいましょう。	十[じゅう] 七[しち] 日[にち]にあいましょう。	Let's meet on the 17th.	64
二かける七は十四です。	二[に]かける 七[なな]は 十[じゅう] 四[よん]です。	Two times seven is fourteen.	65
七十五メートルのロープ。	七[なな] 十[じゅう] 五[ご]メートルのロープ。	A seventy-five meter rope.	66
七つのだいざいの一つだ。	七[なな]つのだいざいの 一[ひと]つだ。	It's one of the seven deadly sins.	67
このコンテナは七トンだ。	このコンテナは 七[なな]トンだ。	This container is seven tons.	68
七日にフリーマーケットがある。	七[なの] 日[か]にフリーマーケットがある。	There's a flea market on the 7th.	69
八日に。	八[よう] 日[か]に。	On the eighth.	70
八十日のあいだに。	八[はち] 十[じゅう] 日[にち]のあいだに。	In the space of eighty days.	71
一か八かのチャンス。	一[いち]か 八[ばち]かのチャンス。	A sporting chance.	72
十八日、ひまですか。	十[じゅう] 八[はち] 日[にち]、ひまですか。	Are you free on the eighteenth?	73
きょうは二十八日です。	きょうは 二[に] 十[じゅう] 八[はち] 日[にち]です。	Today is the twenty-eighth.	74
ネコはお八つがほしい。	ネコはお 八[や]つがほしい。	The cat wants a snack.	75
のこりはもう二十八日しかなかった。	のこりはもう 二[に] 十[じゅう] 八[はち] 日[にち]しかなかった。	There were only twenty-eight days left.	76
このケーキを八きれにきってください。	このケーキを 八[はち]きれにきってください。	Please cut this cake into eight slices.	77
五十九です。	五[ご] 十[じゅう] 九[きゅう]です。	I am fifty-nine.	78
十九せいき。	十[じゅう] 九[きゅう]せいき。	The nineteenth century.	79
九日めについた。	九[ここの] 日[か]めについた。	We arrived on the ninth day.	80
九九をあんきする。	九[く] 九[く]をあんきする。	Memorize the times table.	81
九十ねんだいのヒット。	九[きゅう] 十[じゅう]ねんだいのヒット。	A hit from the nineties.	82
エリカは十九のむすめだ。	エリカは 十[じゅう] 九[きゅう]のむすめだ。	Erika is a girl of nineteen.	83
ココナッツを九つください。	ココナッツを 九[ここの]つください。	Nine coconuts, please.	84
丸くする。	丸[まる]くする。	Make round.	85
ポスターを丸める。	ポスターを 丸[まる]める。	Roll up a poster.	86
九九を丸あんきする。	九[く] 九[く]を 丸[まる]あんきする。	Rotely memorize the times table.	87
これは丸くないです。	これは 丸[まる]くないです。	This is not round.	88
丸いテーブルがほしい。	丸[まる]いテーブルがほしい。	I want a round table.	89
マットレスを丸めよう。	マットレスを 丸[まる]めよう。	Let's roll up the mattress.	90
オポッサムが丸まっている。	オポッサムが 丸[まる]まっている。	The possum is all rolled up in a ball.	91
チーム一丸となってたたかう。	チーム 一[いち] 丸[がん]となってたたかう。	We fight as a team.	92
この丸いくすりはなんですか。	この 丸[まる]いくすりはなんですか。	What is this round medication?	93
円をかく。	円[えん]をかく。	Draw a circle.	94
円のかたち。	円[えん]のかたち。	A circular shape.	95
円をつくる。	円[えん]をつくる。	Form a circle.	96
円いクモのす。	円[まる]いクモのす。	A circular spider web (す = nest).	97
これは五十円です。	これは 五[ご] 十[じゅう] 円[えん]です。	This costs fifty yen.	98
たったの九十円です。	たったの 九[きゅう] 十[じゅう] 円[えん]です。	It's only ninety yen.	99
アンケートに〇をつけた。	アンケートに 〇[まる]をつけた。	"I marked ""yes"" (=circle mark) on the survey."	100
これは〇×のテストです。	これは 〇[まる] ×[ばつ]のテストです。	This is a true-false test.	101
九六〇円のオムライスをください。	九六〇 円[えん]のオムライスをください。	I'll have the 960-yen omuraisu (omelette-wrapped rice) please.	102
とりあえずかれを「〇〇さん」とよびましょう。	とりあえずかれを「 〇[まる] 〇[まる]さん」とよびましょう。	"Let's just call him ""Mr. X"" for now."	103
一人につき十円。	一人[ひとり]につき 十[じゅう] 円[えん]。	Ten yen per person.	104
七人のさむらい。	七[しち] 人[にん]のさむらい。	The Seven Samurai.	105
一人いくらですか？	一人[ひとり]いくらですか？	How much does it cost for one person?	106
ヨーロッパの人々。	ヨーロッパの 人[ひと] 々[びと]。	The people of Europe.	107
あの人がきらいです。	あの 人[ひと]がきらいです。	I don't like that person.	108
一人ずつ、一人ずつ。	一人[ひとり]ずつ、 一人[ひとり]ずつ。	One at a time, one at a time.	109
四人だけがのこります。	四[よ] 人[にん]だけがのこります。	Only four are left.	110
やっと二人になれたね。	やっと 二人[ふたり]になれたね。	The two of us are finally alone.	111
ロシア人のためのスパイ。	ロシア 人[じん]のためのスパイ。	A spy for the Russians.	112
アダムはユダヤ人である。	アダムはユダヤ 人[じん]である。	Adam is Jewish.	113
わたしは、一人になりたい。	わたしは、 一人[ひとり]になりたい。	I want to be alone.	114
ジェーンはどんな人ですか。	ジェーンはどんな 人[ひと]ですか。	What kind of person is Jane?	115
チケットは、一人5ドルである。	チケットは、 一人[ひとり]5ドルである。	Tickets are $5 per head.	116
三人とも、すごくラッキーだね。	三[さん] 人[にん]とも、すごくラッキーだね。	All three of you are very lucky.	117
五十人のメンバーのうちの一人。	五[ご] 十[じゅう] 人[にん]のメンバーのうちの 一人[ひとり]。	One of the fifty members.	118
かれらも六人、われらも六人だ。	かれらも 六[ろく] 人[にん]、われらも 六[ろく] 人[にん]だ。	Six they are, and six are we.	119
ぼくたち、二人っきりなんだよ。	ぼくたち、 二人[ふたり]っきりなんだよ。	We are all alone, you and I.	120
ここにはこどもは一人もいません。	ここにはこどもは 一人[ひとり]もいません。	There are no children here.	121
イギリス人はテレビをテリーとよぶ。	イギリス 人[じん]はテレビをテリーとよぶ。	The British call a TV set a telly.	122
かれらはアメリカ人ではないらしい。	かれらはアメリカ 人[じん]ではないらしい。	They don't seem to be Americans.	123
あの二人はどうもできているらしい。	あの 二人[ふたり]はどうもできているらしい。	They seem to be in love with each other.	124
ジョルダンはもう一人ではありません。	ジョルダンはもう 一人[ひとり]ではありません。	Jordan isn't alone anymore.	125
トムはうちのバンドのボーカルの一人です。	トムはうちのバンドのボーカルの 一人[ひとり]です。	Tom is one of the singers in my band.	126
エジプト人はかれらのファラオをミイラにした。	エジプト 人[じん]はかれらのファラオをミイラにした。	The Egyptians mummified their pharaohs.	127
サッカーは十一人で一丸となってたたかうスポーツです。	サッカーは 十[じゅう] 一[いち] 人[にん]で 一[いち] 丸[がん]となってたたかうスポーツです。	In soccer, all eleven players compete as one unit.	128
ロシア人は「アストロノート」を「コスモノート」とよぶ。	ロシア 人[じん]は「アストロノート」を「コスモノート」とよぶ。	The Russians call their astronauts cosmonauts.	129
